DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,<init>,34,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test024
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,hashCode,446,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.BooleanFalseReturnValsMutator,isCachedModel,406,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test026
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.BooleanTrueReturnValsMutator,isCachedModel,406,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test027
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,isCachedModel,406,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test026
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,isCachedModel,406,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test026
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.BooleanFalseReturnValsMutator,isEscapedModel,414,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test024
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.BooleanTrueReturnValsMutator,isEscapedModel,414,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test025
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,isEscapedModel,414,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test135
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,isEscapedModel,414,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test024
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.BooleanFalseReturnValsMutator,isNew,398,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test122
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.BooleanTrueReturnValsMutator,isNew,398,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test023
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,isNew,398,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test079
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,isNew,398,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test023
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,persist,468,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test078
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,resetOriginalValues,483,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test119
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setCachedModel,410,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test112
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setCompanyId,196,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test101
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setCreateDate,214,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test096
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setDescription,340,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test100
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setEvent,358,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test086
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setExpandoBridgeAttributes,431,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test111
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setFileId,250,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test090
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setFileUuid,268,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test092
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,setModelAttributes,66,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test077
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,setModelAttributes,72,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test109
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,setModelAttributes,78,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test109
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,setModelAttributes,84,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test109
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,setModelAttributes,90,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test109
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,setModelAttributes,96,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test109
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,setModelAttributes,102,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test109
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,setModelAttributes,108,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test109
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,setModelAttributes,114,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test109
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,setModelAttributes,120,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test109
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,setModelAttributes,126,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test109
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,setModelAttributes,132,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test109
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,setModelAttributes,138,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test109
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,setModelAttributes,68,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test109
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,setModelAttributes,74,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test109
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,setModelAttributes,80,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test109
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,setModelAttributes,86,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test109
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,setModelAttributes,92,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test109
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,setModelAttributes,98,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test109
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,setModelAttributes,104,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test109
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,setModelAttributes,110,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test109
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,setModelAttributes,116,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test109
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,setModelAttributes,122,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test109
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,setModelAttributes,128,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test109
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,setModelAttributes,134,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test109
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,setModelAttributes,140,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test109
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,setModelAttributes,66,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,setModelAttributes,69,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,setModelAttributes,72,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,setModelAttributes,75,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,setModelAttributes,78,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,setModelAttributes,84,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,setModelAttributes,90,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,setModelAttributes,93,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,setModelAttributes,96,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,setModelAttributes,102,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,setModelAttributes,105,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,setModelAttributes,108,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,setModelAttributes,111,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,setModelAttributes,114,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,setModelAttributes,120,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,setModelAttributes,126,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,setModelAttributes,132,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,setModelAttributes,138,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,setModelAttributes,68,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,setModelAttributes,74,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,setModelAttributes,80,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,setModelAttributes,86,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,setModelAttributes,92,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,setModelAttributes,98,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,setModelAttributes,104,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,setModelAttributes,110,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,setModelAttributes,116,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,setModelAttributes,122,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,setModelAttributes,128,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,setModelAttributes,134,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,setModelAttributes,140,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,setModelAttributes,68,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test109
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,setModelAttributes,74,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test109
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,setModelAttributes,80,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test109
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,setModelAttributes,86,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test109
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,setModelAttributes,92,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test109
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,setModelAttributes,98,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test109
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,setModelAttributes,104,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test109
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,setModelAttributes,110,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test109
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,setModelAttributes,116,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test109
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,setModelAttributes,122,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test109
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,setModelAttributes,128,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test109
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,setModelAttributes,134,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test109
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,setModelAttributes,140,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test109
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setModelAttributes,69,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setModelAttributes,75,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setModelAttributes,81,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setModelAttributes,87,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setModelAttributes,93,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setModelAttributes,99,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setModelAttributes,105,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setModelAttributes,111,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setModelAttributes,117,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setModelAttributes,123,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setModelAttributes,129,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setModelAttributes,135,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setModelAttributes,141,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setModifiedDate,232,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test103
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setName,322,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test093
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setNew,402,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test118
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setParentFolderId,304,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test088
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setPrimaryKey,160,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test076
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setPrimaryKeyObj,422,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test127
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setRepositoryId,286,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test131
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setSyncId,178,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test098
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setType,376,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test075
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setVersion,394,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test074
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,toCacheModel,450,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test134
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NullReturnValsMutator,toCacheModel,450,SURVIVED,none
