DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,<init>,34,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test18
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,persist,468,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,resetOriginalValues,483,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test07
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setCachedModel,410,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setCompanyId,196,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test06
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setCreateDate,214,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setDescription,340,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setEvent,358,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setExpandoBridgeAttributes,431,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setFileId,250,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setFileUuid,268,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,setModelAttributes,66,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test13
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,setModelAttributes,72,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test13
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,setModelAttributes,78,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test13
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,setModelAttributes,84,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test13
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,setModelAttributes,90,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test13
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,setModelAttributes,96,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,setModelAttributes,102,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test13
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,setModelAttributes,108,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test13
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,setModelAttributes,114,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,setModelAttributes,120,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,setModelAttributes,126,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,setModelAttributes,132,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,setModelAttributes,138,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,setModelAttributes,68,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test13
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,setModelAttributes,74,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test13
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,setModelAttributes,80,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,setModelAttributes,86,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,setModelAttributes,92,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test13
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,setModelAttributes,98,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,setModelAttributes,104,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test13
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,setModelAttributes,110,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test13
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,setModelAttributes,116,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,setModelAttributes,122,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,setModelAttributes,128,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,setModelAttributes,134,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,setModelAttributes,140,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,setModelAttributes,66,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,setModelAttributes,69,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,setModelAttributes,72,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,setModelAttributes,75,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,setModelAttributes,78,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,setModelAttributes,84,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,setModelAttributes,90,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,setModelAttributes,93,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,setModelAttributes,96,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,setModelAttributes,102,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,setModelAttributes,105,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,setModelAttributes,108,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,setModelAttributes,111,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,setModelAttributes,114,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,setModelAttributes,120,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,setModelAttributes,126,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,setModelAttributes,132,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,setModelAttributes,138,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,setModelAttributes,68,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,setModelAttributes,74,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,setModelAttributes,80,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,setModelAttributes,86,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,setModelAttributes,92,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,setModelAttributes,98,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,setModelAttributes,104,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,setModelAttributes,110,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,setModelAttributes,116,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,setModelAttributes,122,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,setModelAttributes,128,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,setModelAttributes,134,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,setModelAttributes,140,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,setModelAttributes,68,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test13
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,setModelAttributes,74,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test13
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,setModelAttributes,80,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,setModelAttributes,86,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,setModelAttributes,92,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test13
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,setModelAttributes,98,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,setModelAttributes,104,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test13
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,setModelAttributes,110,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test13
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,setModelAttributes,116,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,setModelAttributes,122,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,setModelAttributes,128,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,setModelAttributes,134,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,setModelAttributes,140,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setModelAttributes,69,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setModelAttributes,75,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setModelAttributes,81,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setModelAttributes,87,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setModelAttributes,93,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setModelAttributes,99,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setModelAttributes,105,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setModelAttributes,111,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setModelAttributes,117,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setModelAttributes,123,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setModelAttributes,129,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setModelAttributes,135,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setModelAttributes,141,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setModifiedDate,232,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setName,322,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setNew,402,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setParentFolderId,304,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setPrimaryKey,160,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test04
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setPrimaryKeyObj,422,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setRepositoryId,286,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setSyncId,178,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setType,376,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test03
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,setVersion,394,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,toCacheModel,450,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test01
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NullReturnValsMutator,toCacheModel,450,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,toCacheModel,450,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ConstructorCallMutator,toEscapedModel,454,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,toEscapedModel,454,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test00
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NullReturnValsMutator,toEscapedModel,454,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,toEscapedModel,454,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.experimental.NakedReceiverMutator,toEscapedModel,454,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test00
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.EmptyObjectReturnValsMutator,toString,459,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,toString,459,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test23
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,toString,459,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.EmptyObjectReturnValsMutator,toXmlString,463,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test18
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,toXmlString,463,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test18
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,toXmlString,463,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test18
